mentor_course_id,title,description,thumbnail,status,created_by,created_at,updated_by,updated_at
1,"Course For Teachers","<p style='color:blue'><b>Welcome Teachers!</b></p><p>We’re excited that you will be part of the program in guiding your student through it.</p><p>Now it’s time to start the program.</p><p style='color:green'><b>We would like you all to go through the following in order.</b></p><ol><li>Watch the  Instructional Videos for overview of the program.</li><li>Read the Teacher handbook for a summary of the course and other important instructions.</li><li>Take the Teacher Quiz for recall.</li><li>Introduce the program to students and motivate them to participate.</li><li>Register interested student teams on the platform.</li><li>Support students team as they explore the platform and understand the program.</li></ol><p>You have one week to do these. Afterwards, you and your students will be ready to start their problem solving journey!</p><p>We hope you enjoy guiding the students as they embark on this new journey!</p><p>Wishing you all the best!</p>",NULL,ACTIVE,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
